id,response_id,question,raw_response,category,theme,subtheme,media,group_name,tactic,notes,language,change_comb
246_c_sec,246,change_sense_p,"Community, family",change_questions,sense of place and community,community closeness (opposite of divisiveness),,,,,,change_place
246_c_sef,246,change_sense_p,"Community, family",change_questions,sense of place and community,family friendly,,,,,,change_place
0_f_goc,0,fear,"civil discord governance; governing from a place of fear, civil discord and governance affecting each other but separate",values,governance,civic participation,,,CBReflections,June Taskforce Trip,,
0_f_sed,0,fear,"civil discord governance; governing from a place of fear, civil discord and governance affecting each other but separate",values,sense of place and community,divisiveness,,,CBReflections,June Taskforce Trip,,
0_f_sed,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,sense of place and community,divisiveness,,,CBReflections,July 7th,,
0_f_ecb,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,economy ,becoming ski resort town,,,CBReflections,July 7th,,
0_f_ouk,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,outdoor recreation,kendall mountain,,,CBReflections,July 7th,,
0_f_in,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,infrastructure,,,,CBReflections,July 7th,,
0_f_ho,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,housing,,,,CBReflections,July 7th,,
0_f_grd,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,growth,dbie,,,CBReflections,July 7th,,
0_f_co,0,fear,"Losing the ability to connect to one another; social media and political divisions in community, reflective of national politics, this woman would be happy to do a lecture on small town impacts of social media, controversy as a sport, growing in tune with values, balance role of visistors and locals (avoid becoming Telluride/Breckenridge); extreme divisiveness, bigotry and hatred, developing Kendell without infrastructure, becoming stagnant (some change and growth leads to diversity), displacement with new people and wealth (people can't afford it) ",values,cost of living,,,,CBReflections,July 7th,,
0_f_ecy,0,fear,"work goes away in the winter, many families go back to Denver, difficult to find places to live, people forced to leave places they are renting, low quality/dirty housing",values,economy ,year-round economy,,,CBReflections,Latinx Engagement,,
0_f_hos,0,fear,"work goes away in the winter, many families go back to Denver, difficult to find places to live, people forced to leave places they are renting, low quality/dirty housing",values,housing,second homes,,,CBReflections,Latinx Engagement,,
0_f_hoh,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,housing,housing affordability (rental/own,,,CBReflections,Latinx Engagement (Tracey),,
0_f_hoh,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,housing,housing stock,,,CBReflections,Latinx Engagement (Tracey),,
0_f_hoh,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,housing,housing quality,,,CBReflections,Latinx Engagement (Tracey),,
0_f_co,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,cost of living,,,,CBReflections,Latinx Engagement (Tracey),,
0_f_gr,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,growth,,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ses,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,sense of place and community,sense of belonging,,,CBReflections,Latinx Engagement (Tracey),,
0_f_sed,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,sense of place and community,dbie,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ser,0,fear,"Housing: Cost of housing, Availability of housing, Lack of options with housing, The houses that are available are typically not well maintained, Cost of heating old houses is a huge issue in the winter, Cost of Propane is super expensive which is tied to this, Without housing availability there is not real potential for growth in this community, Inability to purchase a house if they are undocumented, Can not get an ID, There are some ways to get loans if you do not have documentation, but when you have that type of ID interest rates for loans end up being way higher so it effectively locks folks out of getting them realistically, To rent in “affordable housing” units people are required to have a social, Only potential option is buying a mobile home and maybe putting it on land in a mobile park",values,sense of place and community,racism,,,CBReflections,Latinx Engagement (Tracey),,
0_f_hor,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,housing,racism,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecy,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,year-round economy,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ou,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,outdoor recreation,,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ect,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,tourism,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecj,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,job availability,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecw,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,workforce skill set,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecw,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,wages,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecr,0,fear,"Housing and Employment: Prejudice, Folks made to feel less than, I try to rent a place and have a dog, but people won't rent to me, while they rent to white folks in the same position, People are not being rented to because they are Mexican, Lack of year round employment, Lack of employment that is not tied to recreation, Want jobs that are year round and not tourism based, Only type of work we are able to do, especially if we are undocumented is restaurant or clean rooms in a hotel/motel, When undocumented you can be taken advantage of in terms of wage, benefits, etc because you can’t complain ",values,economy ,racism,,,CBReflections,Latinx Engagement (Tracey),,
0_f_seh,0,fear,"Health: Mexican folks have to work super hard during the summer, can not take days off, can not take vacation, can not take a sick day → just work through the stress, Ex: Paid $13/ hour, Were not allowed to take a lunch break, 13-14 hour days, Would sneak food in to eat during the work day because they were told they were not allowed to, Work to be able to live, nothing past that, Extreme stress, Health concerns related to this",values,services and amenities,healthcare,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecy,0,fear,"Health: Mexican folks have to work super hard during the summer, can not take days off, can not take vacation, can not take a sick day → just work through the stress, Ex: Paid $13/ hour, Were not allowed to take a lunch break, 13-14 hour days, Would sneak food in to eat during the work day because they were told they were not allowed to, Work to be able to live, nothing past that, Extreme stress, Health concerns related to this",values,economy ,year-round economy,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecr,0,fear,"Health: Mexican folks have to work super hard during the summer, can not take days off, can not take vacation, can not take a sick day → just work through the stress, Ex: Paid $13/ hour, Were not allowed to take a lunch break, 13-14 hour days, Would sneak food in to eat during the work day because they were told they were not allowed to, Work to be able to live, nothing past that, Extreme stress, Health concerns related to this",values,economy ,racism,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecw,0,fear,"Health: Mexican folks have to work super hard during the summer, can not take days off, can not take vacation, can not take a sick day → just work through the stress, Ex: Paid $13/ hour, Were not allowed to take a lunch break, 13-14 hour days, Would sneak food in to eat during the work day because they were told they were not allowed to, Work to be able to live, nothing past that, Extreme stress, Health concerns related to this",values,economy ,wages,,,CBReflections,Latinx Engagement (Tracey),,
0_f_sem,0,fear,"Health: Mexican folks have to work super hard during the summer, can not take days off, can not take vacation, can not take a sick day → just work through the stress, Ex: Paid $13/ hour, Were not allowed to take a lunch break, 13-14 hour days, Would sneak food in to eat during the work day because they were told they were not allowed to, Work to be able to live, nothing past that, Extreme stress, Health concerns related to this",values,sense of place and community,mental healthcare,,,CBReflections,Latinx Engagement (Tracey),,
0_f_co,0,fear,"Cost of Living: Groceries, People have to work 7 days a week and crazy hours, so they don't have time to go down to Durango to get cheaper groceries, Because of wages we have to work so much more in the summer that we have no time to do anything else, Heating, gas, propane, everything is expensive ",values,cost of living,,,,CBReflections,Latinx Engagement (Tracey),,
0_f_coa,0,fear,"Cost of Living: Groceries, People have to work 7 days a week and crazy hours, so they don't have time to go down to Durango to get cheaper groceries, Because of wages we have to work so much more in the summer that we have no time to do anything else, Heating, gas, propane, everything is expensive ",values,cost of living,affordable groceries,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecw,0,fear,"Cost of Living: Groceries, People have to work 7 days a week and crazy hours, so they don't have time to go down to Durango to get cheaper groceries, Because of wages we have to work so much more in the summer that we have no time to do anything else, Heating, gas, propane, everything is expensive ",values,economy ,wages,,,CBReflections,Latinx Engagement (Tracey),,
0_f_ecj,0,fear,"Cost of Living: Groceries, People have to work 7 days a week and crazy hours, so they don't have time to go down to Durango to get cheaper groceries, Because of wages we have to work so much more in the summer that we have no time to do anything else, Heating, gas, propane, everything is expensive ",values,economy ,jobs security,,,CBReflections,Latinx Engagement (Tracey),,
1_f_gru,1,fear,Poor development without good regulations/zoning,values,growth,uncontrolled growth,,,Interviews,,,
1_f_goz,1,fear,Poor development without good regulations/zoning,values,governance,zoning,,,,,,
1_f_gru,1,fear,Things we value like backcountry stay the same,values,growth,uncontrolled growth,,,,,,
2_f_sed,2,fear,"We hold each other at the line of our ideas, we are cultivating seperation, existential threat prepareedness, people are homeless, we are nearsighted, no urgency, we are a reactionary community",values,sense of place and community,divisiveness,,,Interviews,,,
2_f_hoh,2,fear,"We hold each other at the line of our ideas, we are cultivating seperation, existential threat prepareedness, people are homeless, we are nearsighted, no urgency, we are a reactionary community",values,housing,homelessness,,,Interviews,,,
2_f_nac,2,fear,"We hold each other at the line of our ideas, we are cultivating seperation, existential threat prepareedness, people are homeless, we are nearsighted, no urgency, we are a reactionary community",values,nature and natural environement,climate change,,,Interviews,,,
3_f_ouo,3,fear,"communication necessary to work together productively; year round economy; identify opportunities to make our town viable without loosing our ""beloved community"" (train/tourism), community has a say, OHVs",values,outdoor recreation,ohvs,,,Interviews,,,
3_f_ecy,3,fear,"communication necessary to work together productively; year round economy; identify opportunities to make our town viable without loosing our ""beloved community"" (train/tourism), community has a say, OHVs",values,economy ,year-round economy,,,Interviews,,,
3_f_ect,3,fear,"communication necessary to work together productively; year round economy; identify opportunities to make our town viable without loosing our ""beloved community"" (train/tourism), community has a say, OHVs",values,economy ,tourism,,,,,,
4_f_ecy,4,fear,"Failure to establish sustainable year round economy, vision for the community created by outsidersor business interests; being divided/factionalized; having no future planning and initiatives to implement",values,economy ,year-round economy,,,Interviews,,,
4_f_sed,4,fear,"Failure to establish sustainable year round economy, vision for the community created by outsidersor business interests; being divided/factionalized; having no future planning and initiatives to implement",values,sense of place and community,divisiveness,,,,,,
4_f_gom,4,fear,"Failure to establish sustainable year round economy, vision for the community created by outsidersor business interests; being divided/factionalized; having no future planning and initiatives to implement",values,governance,master plan,,,,,,
5_f_seg,5,fear,Outsiders (unreal others); out of control growth; rich investors with no soul; environmental destruction; disneyland tourism; housing,values,sense of place and community,gentrification,,,Interviews,,,
5_f_gru,5,fear,Outsiders (unreal others); out of control growth; rich investors with no soul; environmental destruction; disneyland tourism; housing,values,growth,uncontrolled growth,,,,,,
5_f_ect,5,fear,Outsiders (unreal others); out of control growth; rich investors with no soul; environmental destruction; disneyland tourism; housing,values,economy ,tourism,,,,,,
5_f_nae,5,fear,Outsiders (unreal others); out of control growth; rich investors with no soul; environmental destruction; disneyland tourism; housing,values,nature and natural environement,environmental degradation,,,,,,
5_f_ho,5,fear,Outsiders (unreal others); out of control growth; rich investors with no soul; environmental destruction; disneyland tourism; housing,values,housing,,,,,,,
6_f_sed,6,fear,Division,values,sense of place and community,divisiveness,,,Interviews,,,
7_f_ecu,7,fear,fast growth; leaps to the future; not taking time to absorb/make decisions,values,economy ,uncontrolled growth,,,Interviews,,,
8_f_sed,8,fear,That small but vocal/vicious group of people that enjoys sabotaging people and projects they dont like ocntinue to be successful at undermining process,values,sense of place and community,divisiveness,,,Interviews,,,
9_f_gr,9,fear,"What growth is actually good for us. What will we plan now that will be accepted in 5-10 years, being priced out of home ownership, spinning wheels",values,growth,,,,,,,
9_f_hoh,9,fear,"What growth is actually good for us. What will we plan now that will be accepted in 5-10 years, being priced out of home ownership, spinning wheels",values,housing,housing affordability (rental/own,,,,,,
9_f_gom,9,fear,"What growth is actually good for us. What will we plan now that will be accepted in 5-10 years, being priced out of home ownership, spinning wheels",values,governance,master plan,,,,,,
10_f_se,10,fear,Not moving forward,values,sense of place and community,,,,,,,
11_f_gru,11,fear,runaway commercialization,values,growth,uncontrolled growth,,,,,,
12_f_hoh,12,fear,Lack of housing is everything,values,housing,housing stock,,,,,,
13_f_gru,13,fear,"Growth that we can't keep up with, lack of housing, lack of employees, inconsisten town/city government",values,growth,uncontrolled growth,,,,,,
13_f_hoh,13,fear,"Growth that we can't keep up with, lack of housing, lack of employees, inconsisten town/city government",values,housing,housing stock,,,,,,
13_f_ecl,13,fear,"Growth that we can't keep up with, lack of housing, lack of employees, inconsisten town/city government",values,economy ,lack of workforce,,,,,,
13_f_got,13,fear,"Growth that we can't keep up with, lack of housing, lack of employees, inconsisten town/city government",values,governance,transparency,,,,,,
14_f_gru,14,fear,"uncontrolled, irresponsible development in town and county, lack of affordable housing/rentals, lack of employees, the things we love being destroyed by development",values,growth,uncontrolled growth,,,,,,
14_f_hoh,14,fear,"uncontrolled, irresponsible development in town and county, lack of affordable housing/rentals, lack of employees, the things we love being destroyed by development",values,housing,housing affordability (rental/own,,,,,,
14_f_ecl,14,fear,"uncontrolled, irresponsible development in town and county, lack of affordable housing/rentals, lack of employees, the things we love being destroyed by development",values,economy ,lack of workforce,,,,,,
14_f_sed,14,fear,"uncontrolled, irresponsible development in town and county, lack of affordable housing/rentals, lack of employees, the things we love being destroyed by development",values,sense of place and community,divisiveness,,,,,,
15_f_gr,15,fear,"growth or lack thereof, divissiveness, housing",values,growth,,,,,,,
15_f_sed,15,fear,"growth or lack thereof, divissiveness, housing",values,sense of place and community,divisiveness,,,,,,
15_f_ho,15,fear,"growth or lack thereof, divissiveness, housing",values,housing,,,,,,,
16_f_ho,16,fear,"housing, work future, health",values,housing,,,,,,,
16_f_ecj,16,fear,"housing, work future, health",values,economy ,job availability,,,,,,
16_f_seh,16,fear,"housing, work future, health",values,services and amenities,healthcare,,,,,,
17_f_hoh,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,housing,housing stock,,,,,,
17_f_hoh,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,housing,housing affordability (rental/own,,,,,,
17_f_ecl,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,economy ,lack of workforce,,,,,,
17_f_co,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,cost of living,,,,,,,
17_f_ouo,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,outdoor recreation,ohvs,,,,,,
17_f_sed,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,sense of place and community,divisiveness,,,,,,
17_f_nac,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,nature and natural environement,climate change,,,,,,
17_f_gru,17,fear,"Housing availability and affordabiity, loosing workforce and families due to inaffordability, loosing quality of life (OHVs, solitude, community connect), divisions become more important than connections, economy is not sustainable, tourism, climate change",values,growth,uncontrolled growth,,,,,,
18_f_gru,18,fear,"uncontrolled development faster than infrustructure and regulations, inconsistent local government policies and leadership, no bedroom community, community take burden of public land use, workforce housing, umbilical cord to outside",values,growth,uncontrolled growth,,,,,,
18_f_in,18,fear,"uncontrolled development faster than infrustructure and regulations, inconsistent local government policies and leadership, no bedroom community, community take burden of public land use, workforce housing, umbilical cord to outside",values,infrastructure,,,,,,,
18_f_goi,18,fear,"uncontrolled development faster than infrustructure and regulations, inconsistent local government policies and leadership, no bedroom community, community take burden of public land use, workforce housing, umbilical cord to outside",values,governance,inconsistency,,,,,,
18_f_nae,18,fear,"uncontrolled development faster than infrustructure and regulations, inconsistent local government policies and leadership, no bedroom community, community take burden of public land use, workforce housing, umbilical cord to outside",values,nature and natural environement,environmental degradation,,,,,,
18_f_hoh,18,fear,"uncontrolled development faster than infrustructure and regulations, inconsistent local government policies and leadership, no bedroom community, community take burden of public land use, workforce housing, umbilical cord to outside",values,housing,housing stock,,,,,,
19_f_gru,19,fear,"growth we ca't keep up with, formulating an infrustructure before we move on with growth, how small our permanen community is",values,growth,uncontrolled growth,,,,,,
19_f_in,19,fear,"growth we ca't keep up with, formulating an infrustructure before we move on with growth, how small our permanen community is",values,infrastructure,,,,,,,
19_f_gom,19,fear,"growth we ca't keep up with, formulating an infrustructure before we move on with growth, how small our permanen community is",values,governance,master plan,,,,,,
19_f_ses,19,fear,"growth we ca't keep up with, formulating an infrustructure before we move on with growth, how small our permanen community is",values,sense of place and community,small town feel,,,,,,
20_f_ho,20,fear,"lack of housing and rentals, access to mental health facilities lacking",values,housing,,,,,,,
20_f_sem,20,fear,"lack of housing and rentals, access to mental health facilities lacking",values,services and amenities,mental healthcare,,,,,,
21_f_got,21,fear,"Don't deal in a lot of doom and gloom [but] citizens that do not want to see certain things happen (people stand up for what they belive in, which is good but challenging), real work needs to be done but this work happens out of site, physical landscape barriers likeavalanches",values,governance,transparency,,,,,,
21_f_se,21,fear,"Don't deal in a lot of doom and gloom [but] citizens that do not want to see certain things happen (people stand up for what they belive in, which is good but challenging), real work needs to be done but this work happens out of site, physical landscape barriers likeavalanches",values,sense of place and community,,,,,,,
21_f_naa,21,fear,"Don't deal in a lot of doom and gloom [but] citizens that do not want to see certain things happen (people stand up for what they belive in, which is good but challenging), real work needs to be done but this work happens out of site, physical landscape barriers likeavalanches",values,nature and natural environement,avalanches,,,,,,
22_f_hoh,22,fear,"Tensions that come with small community, since pandemic- real estate flying out the window is a little scary, we are for a little bit of growth, growing too quickly without infrustructure growth can force you to build but can be bad, outgrowing water usage/sewer capacity, no grocery store or other conveniences without going through dangerous passes, old houses without great heat or installation, sometimes in rwinter no restaurants open, more than 50% of businesses stay closed during winter but if more stayed open maybe more people would come",values,housing,housing quality,,,,,,
22_f_hoh,22,fear,"Tensions that come with small community, since pandemic- real estate flying out the window is a little scary, we are for a little bit of growth, growing too quickly without infrustructure growth can force you to build but can be bad, outgrowing water usage/sewer capacity, no grocery store or other conveniences without going through dangerous passes, old houses without great heat or installation, sometimes in rwinter no restaurants open, more than 50% of businesses stay closed during winter but if more stayed open maybe more people would come",values,housing,housing affordability (rental/own,,,,,,
22_f_inw,22,fear,"Tensions that come with small community, since pandemic- real estate flying out the window is a little scary, we are for a little bit of growth, growing too quickly without infrustructure growth can force you to build but can be bad, outgrowing water usage/sewer capacity, no grocery store or other conveniences without going through dangerous passes, old houses without great heat or installation, sometimes in rwinter no restaurants open, more than 50% of businesses stay closed during winter but if more stayed open maybe more people would come",values,infrastructure,water,,,,,,
22_f_gru,22,fear,"Tensions that come with small community, since pandemic- real estate flying out the window is a little scary, we are for a little bit of growth, growing too quickly without infrustructure growth can force you to build but can be bad, outgrowing water usage/sewer capacity, no grocery store or other conveniences without going through dangerous passes, old houses without great heat or installation, sometimes in rwinter no restaurants open, more than 50% of businesses stay closed during winter but if more stayed open maybe more people would come",values,growth,uncontrolled growth,,,,,,
22_f_ecy,22,fear,"Tensions that come with small community, since pandemic- real estate flying out the window is a little scary, we are for a little bit of growth, growing too quickly without infrustructure growth can force you to build but can be bad, outgrowing water usage/sewer capacity, no grocery store or other conveniences without going through dangerous passes, old houses without great heat or installation, sometimes in rwinter no restaurants open, more than 50% of businesses stay closed during winter but if more stayed open maybe more people would come",values,economy ,year-round economy,,,,,,
25_f_co,25,fear,Getting overrun by OHVS (already happening) and out of towners and their second homes/vacation rentals driving up the cost of living but not actually living and contributing to the community. And becoming a ski resort town. We can still enhance small town without the cost of a ski resort. ,values,cost of living,,,,,,,
25_f_hos,25,fear,Getting overrun by OHVS (already happening) and out of towners and their second homes/vacation rentals driving up the cost of living but not actually living and contributing to the community. And becoming a ski resort town. We can still enhance small town without the cost of a ski resort. ,values,housing,second homes,,,,,,
25_f_hos,25,fear,Getting overrun by OHVS (already happening) and out of towners and their second homes/vacation rentals driving up the cost of living but not actually living and contributing to the community. And becoming a ski resort town. We can still enhance small town without the cost of a ski resort. ,values,housing,second homes,,,,,,
25_f_seb,25,fear,Getting overrun by OHVS (already happening) and out of towners and their second homes/vacation rentals driving up the cost of living but not actually living and contributing to the community. And becoming a ski resort town. We can still enhance small town without the cost of a ski resort. ,values,sense of place and community,becoming ski resort town,,,,,,
25_f_ouO,25,fear,Getting overrun by OHVS (already happening) and out of towners and their second homes/vacation rentals driving up the cost of living but not actually living and contributing to the community. And becoming a ski resort town. We can still enhance small town without the cost of a ski resort. ,values,outdoor recreation,OHVs,,,,,,
